Year,Race,Pos,No,Driver,Car,Laps,PTS,Country,Circuit,Type,Direction,Location,Turns,Grands Prix,Grands Prix held,Last length used (m),Time_in_Seconds,TOTALAVGSpeed (m/s),Average Speed per Lap (m/s),Average Time per Lap (sec),Total Distance of Lap (meters)
2012,26,2,1,Sebastian Vettel VET,Red Bull Racing Renault,56.0,18.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5755.944,51.281944369159945,0.9157490065921419,102.78471428571429,295176.0
2012,26,2,1,Sebastian Vettel VET,Red Bull Racing Renault,56.0,18.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5755.944,81.29613491722642,1.4517166949504718,102.78471428571429,467936.0
2012,26,2,1,Sebastian Vettel VET,Red Bull Racing Renault,56.0,18.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5755.944,52.828866993841494,0.9433726248900267,102.78471428571429,304080.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5794.4980000000005,35.274841755057984,0.6299078884831782,103.47317857142858,204400.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5794.4980000000005,53.279507560447854,0.9514197778651402,103.47317857142858,308728.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5794.4980000000005,37.700591146981154,0.6732248419103778,103.47317857142858,218456.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5794.4980000000005,40.28096998221416,0.7193030353966814,103.47317857142858,233408.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5794.4980000000005,40.512914147178925,0.723444895485338,103.47317857142858,234752.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5794.4980000000005,59.92857362277111,1.070153100406627,103.47317857142858,347256.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5794.4980000000005,31.650714177483533,0.5651913245979202,103.47317857142858,183400.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5794.4980000000005,52.30340919955447,0.9339894499920441,103.47317857142858,303072.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5794.4980000000005,35.951345569538546,0.6419883137417598,103.47317857142858,208320.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5794.4980000000005,50.940737230386475,0.909656021971187,103.47317857142858,295176.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5794.4980000000005,80.75522676856562,1.4420576208672433,103.47317857142858,467936.0
2012,26,3,5,Fernando Alonso ALO,Ferrari,56.0,15.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5794.4980000000005,52.477367323278045,0.9370958450585365,103.47317857142858,304080.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5801.282,35.23359147167815,0.629171276279967,103.59432142857143,204400.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5801.282,53.21720268037306,0.9503071907209476,103.59432142857143,308728.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5801.282,37.65650420027849,0.672437575004973,103.59432142857143,218456.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5801.282,40.23386554902864,0.7184618848040829,103.59432142857143,233408.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5801.282,40.465538479253375,0.7225989014152389,103.59432142857143,234752.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5801.282,59.85849334681541,1.068901666907418,103.59432142857143,347256.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5801.282,31.6137019369167,0.5645303917306553,103.59432142857143,183400.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5801.282,52.24224576567731,0.9328972458156662,103.59432142857143,303072.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5801.282,35.90930418483363,0.641237574729172,103.59432142857143,208320.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5801.282,50.881167300607004,0.908592273225125,103.59432142857143,295176.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5801.282,80.66079187324456,1.4403712834507958,103.59432142857143,467936.0
2012,26,4,6,Felipe Massa MAS,Ferrari,56.0,12.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5801.282,52.41600046334586,0.9360000082740332,103.59432142857143,304080.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5811.701,35.17042600780735,0.6280433215679884,103.780375,204400.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5811.701,53.12179687151834,0.9486035155628275,103.780375,308728.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5811.701,37.588995029166156,0.6712320540922528,103.780375,218456.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5811.701,40.16173578097015,0.7171738532316098,103.780375,233408.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5811.701,40.392993376637925,0.7213034531542487,103.780375,234752.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5811.701,59.75118128066121,1.0669853800118072,103.780375,347256.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5811.701,31.557026075498378,0.5635183227767567,103.780375,183400.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5811.701,52.14858782308312,0.9312247825550557,103.780375,303072.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5811.701,35.84492732850503,0.6400879880090183,103.780375,208320.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5811.701,50.78994944853495,0.9069633830095526,103.780375,295176.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5811.701,80.51618622499677,1.4377890397320852,103.780375,467936.0
2012,26,5,3,Jenson Button BUT,McLaren Mercedes,56.0,10.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5811.701,52.32203101983395,0.9343219824970348,103.780375,304080.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5819.694,35.12212154109821,0.6271807418053251,103.92310714285715,204400.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5819.694,53.04883727563683,0.9473006656363719,103.92310714285715,308728.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5819.694,37.53736880323948,0.670310157200705,103.92310714285715,218456.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5819.694,40.10657605021844,0.7161888580396151,103.92310714285715,233408.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5819.694,40.33751602747498,0.7203127862049105,103.92310714285715,234752.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5819.694,59.66911662365753,1.0655199397081703,103.92310714285715,347256.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5819.694,31.51368439646483,0.5627443642225862,103.92310714285715,183400.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5819.694,52.0769648713489,0.9299458012740874,103.92310714285715,303072.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5819.694,35.795696474763105,0.6392088656207697,103.92310714285715,208320.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5819.694,50.720192504966754,0.9057177233029777,103.92310714285715,295176.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5819.694,80.405602081484,1.4358143228836429,103.92310714285715,467936.0
2012,26,6,9,Kimi Räikkönen RAI,Lotus Renault,56.0,8.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5819.694,52.25016985429131,0.933038747398059,103.92310714285715,304080.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5825.582,35.08662310478163,0.6265468411568148,104.02825,204400.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5825.582,52.99522004840031,0.9463432151500056,104.02825,308728.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5825.582,37.4994292415762,0.6696326650281464,104.02825,218456.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5825.582,40.066039753624615,0.7154649956004395,104.02825,233408.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5825.582,40.29674631650537,0.7195847556518816,104.02825,234752.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5825.582,59.608808184315315,1.064443003291345,104.02825,347256.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5825.582,31.48183305976982,0.5621755903530324,104.02825,183400.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5825.582,52.02432992961047,0.9290058916001869,104.02825,303072.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5825.582,35.75951724651717,0.6385628079735209,104.02825,208320.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5825.582,50.668928872686024,0.9048023012979647,104.02825,295176.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5825.582,80.32433497631652,1.4343631245770807,104.02825,467936.0
2012,26,7,10,Romain Grosjean GRO,Lotus Renault,56.0,6.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5825.582,52.19735985177103,0.9320957116387685,104.02825,304080.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5829.061000000001,35.06568210557412,0.626172894742395,104.09037500000001,204400.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5829.061000000001,52.963590533706885,0.9457784023876229,104.09037500000001,308728.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5829.061000000001,37.47704819009442,0.6692330033945433,104.09037500000001,218456.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5829.061000000001,40.04212685370765,0.7150379795304938,104.09037500000001,233408.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5829.061000000001,40.272695722347045,0.7191552807561973,104.09037500000001,234752.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5829.061000000001,59.57323143470277,1.063807704191121,104.09037500000001,347256.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5829.061000000001,31.463043533083628,0.561840063090779,104.09037500000001,183400.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5829.061000000001,51.993279878182776,0.928451426396121,104.09037500000001,303072.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5829.061000000001,35.73817463910568,0.63818168998403,104.09037500000001,208320.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5829.061000000001,50.63868777492635,0.9042622816951135,104.09037500000001,295176.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5829.061000000001,80.27639443128146,1.4335070434157404,104.09037500000001,467936.0
2012,26,8,12,Nico Hulkenberg HUL,Force India Mercedes,56.0,4.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5829.061000000001,52.16620652966232,0.9315394023153986,104.09037500000001,304080.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5829.794,35.06127317706252,0.6260941638761164,104.10346428571428,204400.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5829.794,52.956931239765936,0.9456594864243917,104.10346428571428,308728.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5829.794,37.4723360722523,0.6691488584330767,104.10346428571428,218456.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5829.794,40.03709221972509,0.7149480753522337,104.10346428571428,233408.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5829.794,40.26763209814961,0.7190648588955287,104.10346428571428,234752.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5829.794,59.56574108793553,1.0636739479988486,104.10346428571428,347256.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5829.794,31.459087576679384,0.5617694210121319,104.10346428571428,183400.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5829.794,51.98674258472941,0.9283346890130252,104.10346428571428,303072.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5829.794,35.7336811558007,0.6381014492107269,104.10346428571428,208320.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5829.794,50.632320798985354,0.9041485856961671,104.10346428571428,295176.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5829.794,80.26630100480395,1.4333268036572133,104.10346428571428,467936.0
2012,26,9,18,Pastor Maldonado MAL,Williams Renault,56.0,2.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5829.794,52.1596474935478,0.9314222766704965,104.10346428571428,304080.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5830.402,35.057616953342155,0.6260288741668242,104.11432142857143,204400.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5830.402,52.95140883939049,0.945560872131973,104.11432142857143,308728.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5830.402,37.46842842054458,0.6690790789382961,104.11432142857143,218456.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5830.402,40.032917112747974,0.7148735198704995,104.11432142857143,233408.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5830.402,40.2634329502494,0.7189898741115964,104.11432142857143,234752.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5830.402,59.559529514431425,1.0635630270434182,104.11432142857143,347256.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5830.402,31.455806992382342,0.5617108391496847,104.11432142857143,183400.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5830.402,51.98132135657198,0.9282378813673569,104.11432142857143,303072.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5830.402,35.72995481272132,0.6380349073700236,104.11432142857143,208320.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5830.402,50.62704081125109,0.9040543002009124,104.11432142857143,295176.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5830.402,80.25793075674713,1.433177334941913,104.11432142857143,467936.0
2012,26,10,19,Bruno Senna SEN,Williams Renault,56.0,1.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5830.402,52.154208234698054,0.9313251470481795,104.11432142857143,304080.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5839.610000000001,35.00233748486628,0.6250417408011836,104.27875000000002,204400.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5839.610000000001,52.86791412440214,0.9440698950786096,104.27875000000002,308728.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5839.610000000001,37.409347542044756,0.6680240632507992,104.27875000000002,218456.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5839.610000000001,39.96979250326648,0.7137462947011872,104.27875000000002,233408.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5839.610000000001,40.19994485933135,0.7178561582023456,104.27875000000002,234752.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5839.610000000001,59.46561499826186,1.061885982111819,104.27875000000002,347256.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5839.610000000001,31.40620692135262,0.5608251235955825,104.27875000000002,183400.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5839.610000000001,51.89935629262913,0.9267742195112344,104.27875000000002,303072.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5839.610000000001,35.6736151900555,0.6370288426795625,104.27875000000002,208320.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5839.610000000001,50.54721120074799,0.9026287714419283,104.27875000000002,295176.0
