Year,Race,Pos,No,Driver,Car,Laps,PTS,Country,Circuit,Type,Direction,Location,Turns,Grands Prix,Grands Prix held,Last length used (m),Time_in_Seconds,TOTALAVGSpeed (m/s),Average Speed per Lap (m/s),Average Time per Lap (sec),Total Distance of Lap (meters)
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5839.610000000001,80.13137863658703,1.4309174756533398,104.27875000000002,467936.0
2012,26,11,15,Sergio Perez PER,Sauber Ferrari,56.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5839.610000000001,52.07197055967778,0.9298566171371032,104.27875000000002,304080.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5840.14,34.999160979017624,0.6249850174824576,104.28821428571429,204400.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5840.14,52.863116295157305,0.9439842195563805,104.28821428571429,308728.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5840.14,37.40595259702678,0.6679634392326211,104.28821428571429,218456.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5840.14,39.96616519466999,0.7136815213333927,104.28821428571429,233408.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5840.14,40.196296664121064,0.7177910118593047,104.28821428571429,234752.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5840.14,59.46021841942145,1.0617896146325259,104.28821428571429,347256.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5840.14,31.40335676884458,0.5607742280150818,104.28821428571429,183400.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5840.14,51.89464636121736,0.9266901135931672,104.28821428571429,303072.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5840.14,35.670377764916594,0.6369710315163678,104.28821428571429,208320.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5840.14,50.5426239781923,0.9025468567534339,104.28821428571429,295176.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5840.14,80.12410661388255,1.4307876181050454,104.28821428571429,467936.0
2012,26,12,16,Daniel Ricciardo RIC,STR Ferrari,56.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5840.14,52.06724496330567,0.9297722314876012,104.28821428571429,304080.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5840.779,34.99533195828844,0.6249166421122936,104.299625,204400.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5840.779,52.85733290028607,0.9438809446479655,104.299625,308728.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5840.779,37.40186026555704,0.6678903618849471,104.299625,218456.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5840.779,39.96179276771129,0.7136034422805587,104.299625,233408.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5840.779,40.19189906003976,0.7177124832149957,104.299625,234752.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5840.779,59.45371328036893,1.0616734514351596,104.299625,347256.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5840.779,31.399921140656065,0.5607128775117155,104.299625,183400.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5840.779,51.88896892007042,0.9265887307155432,104.299625,303072.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5840.779,35.66647531091315,0.6369013448377349,104.299625,208320.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5840.779,50.537094452640645,0.9024481152257258,104.299625,295176.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5840.779,80.11534077902964,1.430631085339815,104.299625,467936.0
2012,26,13,8,Nico Rosberg ROS,Mercedes,56.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5840.779,52.06154863931677,0.9296705114163709,104.299625,304080.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5858.041660714286,34.26913149940317,0.6230751181709667,106.50984837662338,200750.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5858.041660714286,51.760471768824566,0.9410994867059012,106.50984837662338,303215.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5858.041660714286,36.625721090184044,0.6659222016397098,106.50984837662338,214555.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5858.041660714286,39.13253153137327,0.7115005732976958,106.50984837662338,229240.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5858.041660714286,39.35786280698578,0.7155975055815597,106.50984837662338,230560.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5858.041660714286,58.2199683363833,1.0585448788433327,106.50984837662338,341055.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5858.041660714286,30.748330317957638,0.5590605512355934,106.50984837662338,180125.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5858.041660714286,50.812202650621906,0.9238582300113074,106.50984837662338,297660.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5858.041660714286,34.92634771993967,0.6350245039989031,106.50984837662338,204600.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5858.041660714286,49.48838140639839,0.899788752843607,106.50984837662338,289905.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5858.041660714286,78.45283912575695,1.4264152568319446,106.50984837662338,459580.0
2012,26,14,14,Kamui Kobayashi KOB,Sauber Ferrari,55.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5858.041660714286,50.981201107331295,0.9269309292242054,106.50984837662338,298650.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5858.041660714286,34.26913149940317,0.6230751181709667,106.50984837662338,200750.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5858.041660714286,51.760471768824566,0.9410994867059012,106.50984837662338,303215.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5858.041660714286,36.625721090184044,0.6659222016397098,106.50984837662338,214555.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5858.041660714286,39.13253153137327,0.7115005732976958,106.50984837662338,229240.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5858.041660714286,39.35786280698578,0.7155975055815597,106.50984837662338,230560.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5858.041660714286,58.2199683363833,1.0585448788433327,106.50984837662338,341055.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5858.041660714286,30.748330317957638,0.5590605512355934,106.50984837662338,180125.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5858.041660714286,50.812202650621906,0.9238582300113074,106.50984837662338,297660.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5858.041660714286,34.92634771993967,0.6350245039989031,106.50984837662338,204600.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5858.041660714286,49.48838140639839,0.899788752843607,106.50984837662338,289905.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5858.041660714286,78.45283912575695,1.4264152568319446,106.50984837662338,459580.0
2012,26,15,11,Paul di Resta DIR,Force India Mercedes,55.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5858.041660714286,50.981201107331295,0.9269309292242054,106.50984837662338,298650.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5858.041660714286,34.26913149940317,0.6230751181709667,106.50984837662338,200750.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5858.041660714286,51.760471768824566,0.9410994867059012,106.50984837662338,303215.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5858.041660714286,36.625721090184044,0.6659222016397098,106.50984837662338,214555.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5858.041660714286,39.13253153137327,0.7115005732976958,106.50984837662338,229240.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5858.041660714286,39.35786280698578,0.7155975055815597,106.50984837662338,230560.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5858.041660714286,58.2199683363833,1.0585448788433327,106.50984837662338,341055.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5858.041660714286,30.748330317957638,0.5590605512355934,106.50984837662338,180125.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5858.041660714286,50.812202650621906,0.9238582300113074,106.50984837662338,297660.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5858.041660714286,34.92634771993967,0.6350245039989031,106.50984837662338,204600.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5858.041660714286,49.48838140639839,0.899788752843607,106.50984837662338,289905.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5858.041660714286,78.45283912575695,1.4264152568319446,106.50984837662338,459580.0
2012,26,16,7,Michael Schumacher MSC,Mercedes,55.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5858.041660714286,50.981201107331295,0.9269309292242054,106.50984837662338,298650.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Caesars Palace Grand Prix Circuit,Street circuit,Anti-clockwise,Paradise,14,Caesars Palace Grand Prix,2,3650.0,5858.041660714286,34.26913149940317,0.6230751181709667,106.50984837662338,200750.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Circuit of the Americas *,Race circuit,Anti-clockwise,Austin,20,United States Grand Prix,11,5513.0,5858.041660714286,51.760471768824566,0.9410994867059012,106.50984837662338,303215.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Dallas Fair Park,Street circuit,Anti-clockwise,Dallas,14,Dallas Grand Prix,1,3901.0,5858.041660714286,36.625721090184044,0.6659222016397098,106.50984837662338,214555.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Detroit Street Circuit,Street circuit,Anti-clockwise,Detroit,20,Detroit Grand Prix,7,4168.0,5858.041660714286,39.13253153137327,0.7115005732976958,106.50984837662338,229240.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Indianapolis Motor Speedway,Race circuit,Clockwise,Speedway,13,"Indianapolis 500[b],United States Grand Prix",19,4192.0,5858.041660714286,39.35786280698578,0.7155975055815597,106.50984837662338,230560.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Las Vegas Strip Circuit *,Street circuit,Anti-clockwise,Paradise,17,Las Vegas Grand Prix,1,6201.0,5858.041660714286,58.2199683363833,1.0585448788433327,106.50984837662338,341055.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Long Beach Street Circuit,Street circuit,Clockwise,Long Beach,18,United States Grand Prix West,8,3275.0,5858.041660714286,30.748330317957638,0.5590605512355934,106.50984837662338,180125.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Miami International Autodrome *,Street circuit,Anti-clockwise,Miami Gardens,18,Miami Grand Prix,3,5412.0,5858.041660714286,50.812202650621906,0.9238582300113074,106.50984837662338,297660.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Phoenix Street Circuit,Street circuit,Anti-clockwise,Phoenix,12,United States Grand Prix,3,3720.0,5858.041660714286,34.92634771993967,0.6350245039989031,106.50984837662338,204600.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Riverside International Raceway,Race circuit,Clockwise,Moreno Valley,9,United States Grand Prix,1,5271.0,5858.041660714286,49.48838140639839,0.899788752843607,106.50984837662338,289905.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Sebring Raceway,Road circuit,Clockwise,Sebring,12,United States Grand Prix,1,8356.0,5858.041660714286,78.45283912575695,1.4264152568319446,106.50984837662338,459580.0
2012,26,17,21,Vitaly Petrov PET,Caterham Renault,55.0,0.0,United States,Watkins Glen International,Race circuit,Clockwise,Watkins Glen,10,United States Grand Prix,20,5430.0,5858.041660714286,50.981201107331295,0.9269309292242054,106.50984837662338,298650.0
